#card
Comprendre, Je comprendrai (Futur simple/Future),Я пойму, Je comprendrai mieux demain., Tu comprendras le francais?, Il/Elle comprendra vite., Nous comprendrons tout., Vous comprendrez l’exercice?, Ils/Elles comprendront l’idee.
Comprendre, Je comprendrais (Conditionnel present/Would),Я бы понял, Je comprendrais mieux si tu expliquais., Tu comprendrais le francais?, Il/Elle comprendrait vite., Nous comprendrions tout., Vous comprendriez l’exercice?, Ils/Elles comprendraient l’idee.
Acheter, J’achete (Present/Present),Я покупаю, J’achete du pain., Tu achetes des vetements?, Il/Elle achete une maison., Nous achetons en ligne., Vous achetez quoi?, Ils/Elles achetent des cadeaux.
Comprendre, J’ai compris (Passe compose/Simple Past),Я понял, J’ai compris hier., Tu as compris le francais?, Il/Elle a compris vite., Nous avons compris tout., Vous avez compris l’exercice?, Ils/Elles ont compris l’idee.
Connaitre, Je connaissais (Imparfait/Past Continuous),Я знал, Je connaissais bien cette ville avant., Tu connaissais cette personne?, Il/Elle connaissait tout le monde., Nous connaissions le quartier., Vous connaissiez le probleme?, Ils/Elles connaissaient la regle.
Connaitre, Je connaitrai (Futur simple/Future),Я буду знать, Je connaitrai mieux la ville bientot., Tu connaitras la reponse?, Il/Elle connaitra tout le monde., Nous connaitrons la verite., Vous connaitrez le resultat?, Ils/Elles connaitront les regles.
Connaitre, Je connaitrais (Conditionnel present/Would),Я бы знал, Je connaitrais la reponse si j’avais plus d’infos., Tu connaitrais cette personne?, Il/Elle connaitrait tout le monde., Nous connaitrions la ville., Vous connaitriez le probleme?, Ils/Elles connaitraient la verite.
Croire, Je crois (Present/Present),Я верю, Je crois en toi., Tu crois a cette histoire?, Il/Elle croit tout., Nous croyons en l’avenir., Vous croyez en Dieu?, Ils/Elles croient aux fantomes.
Connaitre, J’ai connu (Passe compose/Simple Past),Я узнал / Я встретил, J’ai connu Marie l’annee derniere., Tu as connu cette histoire?, Il/Elle a connu beaucoup de gens., Nous avons connu des moments difficiles., Vous avez connu ce restaurant?, Ils/Elles ont connu la verite.
Croire, Je croirai (Futur simple/Future),Я поверю, Je croirai quand je verrai., Tu croiras a cette nouvelle?, Il/Elle croira en toi., Nous croirons en l’avenir., Vous croirez a cette theorie?, Ils/Elles croiront a cette idee.
Croire, Je croirais (Conditionnel present/Would),Я бы поверил, Je croirais si tu me montrais une preuve., Tu croirais a cette histoire?, Il/Elle croirait en ses reves., Nous croirions en toi., Vous croiriez a cette theorie?, Ils/Elles croiraient a l’histoire.
Reflechir, Je reflechis (Present/Present),Я думаю/раздумываю, Je reflechis a ta proposition., Tu reflechis longtemps?, Il/Elle reflechit bien., Nous reflechissons ensemble., Vous reflechissez a l’avenir?, Ils/Elles reflechissent vite.
Croire, Je croyais (Imparfait/Past Continuous),Я поверил, Je croyais a cette histoire quand j’etais enfant., Tu croyais tout ce qu’on te disait., Il/Elle croyait en ses reves., Nous croyions en l’avenir., Vous croyiez a cette theorie?, Ils/Elles croyaient aux miracles.
Croire, J’ai cru (Passe compose/Simple Past),Я верил, J’ai cru ton histoire., Tu as cru ce qu’il a dit?, Il/Elle a cru le mensonge., Nous avons cru en cette idee., Vous avez cru la nouvelle?, Ils/Elles ont cru a l’histoire.
Danser, Je dansais (Imparfait/Past Continuous),Я танцевал, Je dansais souvent quand j’etais jeune., Tu dansais avec joie., Il/Elle dansait toute la nuit., Nous dansions ensemble., Vous dansiez le tango?, Ils/Elles dansaient avec plaisir.
Danser, Je danserai (Futur simple/Future),Я буду танцевать, Je danserai demain soir., Tu danseras souvent?, Il/Elle dansera avec joie., Nous danserons ensemble., Vous danserez le tango?, Ils/Elles danseront toute la nuit.
Danser, Je danserais (Conditionnel present/Would),Я бы танцевал, Je danserais volontiers avec toi., Tu danserais souvent?, Il/Elle danserait avec joie., Nous danserions ensemble., Vous danseriez le tango?, Ils/Elles danseraient toute la nuit.
Laisser, Je laisse (Present/Present),Я предоставляю, Je laisse un message., Tu laisses la porte ouverte?, Il/Elle laisse tout., Nous laissons un pourboire., Vous laissez passer?, Ils/Elles laissent une chance.
Danser, J’ai danse (Passe compose/Simple Past),Я танцевал, J’ai danse hier soir., Tu as danse souvent?, Il/Elle a danse avec joie., Nous avons danse ensemble., Vous avez danse le tango?, Ils/Elles ont danse toute la nuit.
Demander, Je demandais (Imparfait/Past Continuous),Я спрашивал, Je demandais de l’aide tous les jours., Tu demandais souvent le prix., Il/Elle demandait une faveur., Nous demandions des informations., Vous demandiez la route?, Ils/Elles demandaient pardon.
Demander, Je demanderai (Futur simple/Future),Я спрошу, Je demanderai de l’aide demain., Tu demanderas le prix?, Il/Elle demandera une faveur., Nous demanderons des informations., Vous demanderez la route?, Ils/Elles demanderont pardon.
Demander, Je demanderais (Conditionnel present/Would),Я бы спросил, Je demanderais de l’aide si j’en avais besoin., Tu demanderais le prix?, Il/Elle demanderait une faveur., Nous demanderions des informations., Vous demanderiez la route?, Ils/Elles demanderaient pardon.
Avoir, J’ai (Present/Present),Я имею, J’ai une nouvelle voiture., Tu as faim?, Il/Elle a du talent., Nous avons du temps., Vous avez raison., Ils/Elles ont beaucoup d’amis.
Demander, J’ai demande (Passe compose/Simple Past),Я спросил, J’ai demande de l’aide hier., Tu as demande le prix?, Il/Elle a demande une faveur., Nous avons demande des informations., Vous avez demande la route?, Ils/Elles ont demande pardon.
Devenir, Je devenais (Imparfait/Past Continuous),Я становился, Je devenais meilleur chaque jour., Tu devenais grand rapidement., Il/Elle devenait celebre., Nous devenions amis., Vous deveniez plus forts?, Ils/Elles devenaient independants.
Devenir, Je deviendrai (Futur simple/Future),Я стану, Je deviendrai meilleur., Tu deviendras grand., Il/Elle deviendra celebre., Nous deviendrons amis., Vous deviendrez riches?, Ils/Elles deviendront forts.
Devenir, Je deviendrais (Conditionnel present/Would),Я бы стал, Je deviendrais professeur si je pouvais., Tu deviendrais grand., Il/Elle deviendrait celebre., Nous deviendrions amis., Vous deviendriez riches?, Ils/Elles deviendraient forts.
Louer, Je loue (Present/Present),Я арендую, Je loue un appartement., Tu loues une voiture?, Il/Elle loue une maison., Nous louons un velo., Vous louez ici?, Ils/Elles louent une villa.
Devenir, Je suis devenu (Passe compose/Simple Past),Я стал, Je suis devenu professeur., Tu es devenu grand., Il/Elle est devenu celebre., Nous sommes devenus amis., Vous etes devenus riches?, Ils/Elles sont devenus forts.
Devoir, Je devais (Imparfait/Past Continuous),Мне нужно было, Je devais travailler tous les jours., Tu devais venir hier., Il/Elle devait partir tot., Nous devions finir le projet., Vous deviez etudier plus., Ils/Elles devaient appeler.
Devoir, Je devrai (Futur simple/Future),Мне придётся, Je devrai travailler demain., Tu devras venir., Il/Elle devra partir., Nous devrons finir., Vous devrez etudier., Ils/Elles devront appeler.
Devoir, Je devrais (Conditionnel present/Would),Мне следует, Je devrais travailler plus., Tu devrais venir., Il/Elle devrait partir., Nous devrions finir., Vous devriez etudier., Ils/Elles devraient appeler.
Devenir, Je deviens (Present/Present),Я становлюсь, Je deviens meilleur., Tu deviens grand., Il/Elle devient celebre., Nous devenons amis., Vous devenez riche?, Ils/Elles deviennent forts.
Devoir, J’ai du (Passe compose/Simple Past),Мне нужно было, J’ai du travailler tard., Tu as du changer tes plans?, Il/Elle a du partir., Nous avons du finir vite., Vous avez du etudier?, Ils/Elles ont du appeler.
Dire, Je dirai (Futur simple/Future),Я скажу, Je dirai la verite demain., Tu diras bonjour?, Il/Elle dira merci., Nous dirons au revoir., Vous direz quoi?, Ils/Elles diront bonsoir.
Dire, Je dirais (Conditionnel present/Would),Я бы сказал, Je dirais la verite si je pouvais., Tu dirais bonjour?, Il/Elle dirait merci., Nous dirions au revoir., Vous diriez quoi?, Ils/Elles diraient bonsoir.
Battre, Je bats (Present/Present),Я бью, Je bats le record., Tu bats les records?, Il/Elle bat son adversaire., Nous battons le tambour., Vous battez le temps?, Ils/Elles battent fort.
Dire, Je disais (Imparfait/Past Continuous),Я говорил, Je disais la verite tous les jours., Tu disais bonjour., Il/Elle disait merci., Nous disions au revoir., Vous disiez quoi?, Ils/Elles disaient bonsoir.
Dire, J’ai dit (Passe compose/Simple Past),Я сказал, J’ai dit la verite hier., Tu as dit bonjour?, Il/Elle a dit merci., Nous avons dit au revoir., Vous avez dit quoi?, Ils/Elles ont dit bonsoir.
Donner, Je donnais (Imparfait/Past Continuous),Я давал, Je donnais des cours de francais tous les mercredis., Tu donnais toujours ton avis pendant les discussions., Il/Elle donnait de l’argent a ses parents., Nous donnions a manger aux oiseaux dans le parc., Vous donniez des cadeaux a Noel., Ils/Elles donnaient des conseils a tout le monde.
Donner, Je donne (Present/Present),Я даю, Je donne un cadeau a mon ami., Tu donnes trop de conseils., Il/Elle donne des cours de francais., Nous donnons de l’argent a l’association., Vous donnez votre avis?, Ils/Elles donnent des livres aux enfants.
Donner, Je donnerai (Futur simple/Future),Я дам, Je donnerai ma reponse demain., Tu donneras ton avis?, Il/Elle donnera un cours., Nous donnerons des cadeaux., Vous donnerez une fete?, Ils/Elles donneront leur accord.
Donner, Je donnerais (Conditionnel present/Would),Я бы дал, Je donnerais tout pour reussir., Tu donnerais ton avis honnetement?, Il/Elle donnerait un cours gratuit., Nous donnerions de l’argent si on pouvait., Vous donneriez une chance?, Ils/Elles donneraient leur soutien.
Donner, J’ai donne (Passe compose/Simple Past),Я дал, J’ai donne mon numero a Marie., Tu as donne un beau cadeau., Il/Elle a donne une bonne reponse., Nous avons donne de l’argent a l’association., Vous avez donne votre avis?, Ils/Elles ont donne une fete surprise.
Dormir, Je dormais (Imparfait/Past Continuous),Я спал, Je dormais bien quand j’etais enfant., Tu dormais peu., Il/Elle dormait profondement., Nous dormions ici., Vous dormiez combien d’heures?, Ils/Elles dormaient tard.
Dormir, Je dormirai (Futur simple/Future),Я буду спать, Je dormirai bien ce soir., Tu dormiras peu?, Il/Elle dormira profondement., Nous dormirons ici., Vous dormirez combien d’heures?, Ils/Elles dormiront tard.
Dormir, Je dormirais (Conditionnel present/Would),Я бы спал, Je dormirais mieux si j’etais moins stresse., Tu dormirais peu?, Il/Elle dormirait profondement., Nous dormirions ici., Vous dormiriez combien d’heures?, Ils/Elles dormiraient tard.
Pouvoir, Je peux (Present/Present),Я могу, Je peux aider., Tu peux venir?, Il/Elle peut parler., Nous pouvons partir., Vous pouvez prendre mon stylo?, Ils/Elles peuvent essayer.
Dormir, J’ai dormi (Passe compose/Simple Past),Я спал, J’ai dormi 8 heures hier., Tu as dormi peu?, Il/Elle a dormi profondement., Nous avons dormi ici., Vous avez dormi combien d’heures?, Ils/Elles ont dormi tard.
Boire, Je vais boire (Futur proche/Near Future),Я выпью, Je vais boire de l’eau ce soir., Tu vas boire du cafe?, Il/Elle va boire du vin., Nous allons boire ensemble., Vous allez boire quoi?, Ils/Elles vont boire du the.
Etre, Je vais etre (Futur proche/Near Future),Я буду, Je vais etre content demain., Tu vas etre fatigue?, Il/Elle va etre intelligent., Nous allons etre amis., Vous allez etre prets?, Ils/Elles vont etre la.
Parler, Je vais parler (Futur proche/Near Future),Я заговорю, Je vais parler francais demain., Tu vas parler anglais?, Il/Elle va parler bien., Nous allons parler ensemble., Vous allez parler vite?, Ils/Elles vont parler fort.
Tomber, Je vais tomber (Futur proche/Near Future),Я упаду, Je vais tomber amoureux un jour., Tu vas tomber souvent?, Il/Elle va tomber malade., Nous allons tomber d’accord., Vous allez tomber de fatigue?, Ils/Elles vont tomber par terre.
Repeter, Je vais repeter (Futur proche/Near Future),Я повторю, Je vais repeter la phrase demain., Tu vas repeter la question?, Il/Elle va repeter le cours., Nous allons repeter ensemble., Vous allez repeter apres moi?, Ils/Elles vont repeter les mots.
Ecrire, Je vais ecrire (Futur proche/Near Future),Я напишу, Je vais ecrire une lettre ce soir., Tu vas ecrire bien?, Il/Elle va ecrire un livre., Nous allons ecrire un email., Vous allez ecrire en francais?, Ils/Elles vont ecrire un journal.
Regarder, Je vais regarder (Futur proche/Near Future),Я посмотрю, Je vais regarder le match demain soir., Tu vas regarder la nouvelle serie?, Il/Elle va regarder par la fenetre., Nous allons regarder les etoiles., Vous allez regarder le documentaire?, Ils/Elles vont regarder le spectacle.
Voir, Je vais voir (Futur proche/Near Future),Я увижу, Je vais voir le probleme demain., Tu vas voir la difference?, Il/Elle va voir bien., Nous allons voir l’avenir., Vous allez voir quoi?, Ils/Elles vont voir tout.
Repondre, Je vais repondre (Futur proche/Near Future),Я отвечу, Je vais repondre a l’email ce soir., Tu vas repondre vite?, Il/Elle va repondre correctement., Nous allons repondre ensemble., Vous allez repondre au telephone?, Ils/Elles vont repondre poliment.
Manger, Je vais manger (Futur proche/Near Future),Я поем, Je vais manger une pomme ce soir., Tu vas manger italien?, Il/Elle va manger sain., Nous allons manger ensemble., Vous allez manger quoi?, Ils/Elles vont manger beaucoup.
Danser, Je vais danser (Futur proche/Near Future),Я потанцую, Je vais danser demain soir., Tu vas danser souvent?, Il/Elle va danser avec joie., Nous allons danser ensemble., Vous allez danser le tango?, Ils/Elles vont danser toute la nuit.
Laisser, Je vais laisser (Futur proche/Near Future),Я отпущу, Je vais laisser un message demain., Tu vas laisser la porte ouverte?, Il/Elle va laisser tout., Nous allons laisser un pourboire., Vous allez laisser passer?, Ils/Elles vont laisser une chance.
Chercher, Je vais chercher (Futur proche/Near Future),Я поищу, Je vais chercher mes cles demain., Tu vas chercher un travail?, Il/Elle va chercher la solution., Nous allons chercher un appartement., Vous allez chercher quoi?, Ils/Elles vont chercher leurs amis.
Visiter, Je vais visiter (Futur proche/Near Future),Я посещу, Je vais visiter Paris bientot., Tu vas visiter souvent?, Il/Elle va visiter le musee., Nous allons visiter la ville., Vous allez visiter la France?, Ils/Elles vont visiter des monuments.
Voyager, Je vais voyager (Futur proche/Near Future),Я попутешествую, Je vais voyager beaucoup l’annee prochaine., Tu vas voyager en train?, Il/Elle va voyager leger., Nous allons voyager ensemble., Vous allez voyager ou?, Ils/Elles vont voyager en avion.
Preparer, Je vais preparer (Futur proche/Near Future),Я приготовлю, Je vais preparer le diner ce soir., Tu vas preparer l’examen?, Il/Elle va preparer une surprise., Nous allons preparer le voyage., Vous allez preparer quoi?, Ils/Elles vont preparer le repas.
Jouer, Je vais jouer (Futur proche/Near Future),Я поиграю, Je vais jouer au foot demain., Tu vas jouer de la guitare?, Il/Elle va jouer bien., Nous allons jouer ensemble., Vous allez jouer aux cartes?, Ils/Elles vont jouer au tennis.
Trouver, Je vais trouver (Futur proche/Near Future),Я найду, Je vais trouver la solution bientot., Tu vas trouver ca beau?, Il/Elle va trouver un travail., Nous allons trouver l’endroit., Vous allez trouver comment?, Ils/Elles vont trouver des idees.
Habiter, Je vais habiter (Futur proche/Near Future),Я поживу, Je vais habiter a Lyon bientot., Tu vas habiter ou?, Il/Elle va habiter en ville., Nous allons habiter ensemble., Vous allez habiter loin?, Ils/Elles vont habiter a la campagne.
Vivre, Je vais vivre (Futur proche/Near Future),Я поживу, Je vais vivre heureux., Tu vas vivre bien?, Il/Elle va vivre intensement., Nous allons vivre ensemble., Vous allez vivre ou?, Ils/Elles vont vivre librement.
Commander, Je vais commander (Futur proche/Near Future),Я закажу, Je vais commander un cafe ce soir., Tu vas commander quoi?, Il/Elle va commander le plat., Nous allons commander en ligne., Vous allez commander le dessert?, Ils/Elles vont commander a emporter.
Etudier, Je vais etudier (Futur proche/Near Future),Я поучусь, Je vais etudier le francais demain., Tu vas etudier beaucoup?, Il/Elle va etudier la medecine., Nous allons etudier ensemble., Vous allez etudier l’histoire?, Ils/Elles vont etudier tard.
Vouloir, Je vais vouloir (Futur proche/Near Future),Я захочу, Je vais vouloir un cafe apres le repas., Tu vas vouloir venir?, Il/Elle va vouloir reussir., Nous allons vouloir partir., Vous allez vouloir du the?, Ils/Elles vont vouloir gagner.
Dormir, Je vais dormir (Futur proche/Near Future),Я посплю, Je vais dormir 8 heures ce soir., Tu vas dormir peu?, Il/Elle va dormir profondement., Nous allons dormir ici., Vous allez dormir combien d’heures?, Ils/Elles vont dormir tard.
Pouvoir, Je vais pouvoir (Futur proche/Near Future),Я смогу, Je vais pouvoir t’aider demain., Tu vas pouvoir venir?, Il/Elle va pouvoir parler., Nous allons pouvoir partir., Vous allez pouvoir prendre mon stylo?, Ils/Elles vont pouvoir essayer.
Inviter, Je vais inviter (Futur proche/Near Future),Я приглашу, Je vais inviter mes amis ce soir., Tu vas inviter qui?, Il/Elle va inviter sa famille., Nous allons inviter tout le monde., Vous allez inviter le voisin?, Ils/Elles vont inviter a diner.
Pardonner, Je vais pardonner (Futur proche/Near Future),Я прощу, Je vais pardonner facilement., Tu vas pardonner l’erreur?, Il/Elle va pardonner tout., Nous allons pardonner aux autres., Vous allez pardonner vite?, Ils/Elles vont pardonner rarement.
Dire, Je vais dire (Futur proche/Near Future),Я скажу, Je vais dire la verite demain., Tu vas dire bonjour?, Il/Elle va dire merci., Nous allons dire au revoir., Vous allez dire quoi?, Ils/Elles vont dire bonsoir.
Battre, Je vais battre (Futur proche/Near Future),Я побью, Je vais battre le record demain., Tu vas battre les ?ufs?, Il/Elle va battre son adversaire., Nous allons battre le tambour., Vous allez battre le temps?, Ils/Elles vont battre fort.
Comprendre, Je vais comprendre (Futur proche/Near Future),Я пойму, Je vais comprendre mieux demain., Tu vas comprendre le francais?, Il/Elle va comprendre vite., Nous allons comprendre tout., Vous allez comprendre l’exercice?, Ils/Elles vont comprendre l’idee.
Acheter, Je vais acheter (Futur proche/Near Future),Я куплю, Je vais acheter du pain demain., Tu vas acheter des vetements?, Il/Elle va acheter une maison., Nous allons acheter en ligne., Vous allez acheter quoi?, Ils/Elles vont acheter des cadeaux.
Apporter, Je vais apporter (Futur proche/Near Future),Я принесу, Je vais apporter le dessert ce soir., Tu vas apporter ton livre?, Il/Elle va apporter des fleurs., Nous allons apporter les documents., Vous allez apporter le vin?, Ils/Elles vont apporter de la musique.
Payer, Je vais payer (Futur proche/Near Future),Я заплачу, Je vais payer par carte demain., Tu vas payer en especes?, Il/Elle va payer l’addition., Nous allons payer ensemble., Vous allez payer combien?, Ils/Elles vont payer le loyer.
Rire, Je vais rire (Futur proche/Near Future),Я посмеюсь, Je vais rire beaucoup ce soir., Tu vas rire aux blagues?, Il/Elle va rire fort., Nous allons rire ensemble., Vous allez rire de quoi?, Ils/Elles vont rire aux larmes.
Voudrais, Je vais vouloir (Futur proche/Near Future),Я захочу, Je vais vouloir un grand cafe., Tu vas vouloir venir?, Il/Elle va vouloir voyager., Nous allons vouloir feter., Vous allez vouloir du the?, Ils/Elles vont vouloir reussir.
Sourire, Je vais sourire (Futur proche/Near Future),Я улыбнусь, Je vais sourire souvent demain., Tu vas sourire a la photo?, Il/Elle va sourire gentiment., Nous allons sourire ensemble., Vous allez sourire toujours?, Ils/Elles vont sourire poliment.
Entendre, J’ai entendu (Passe compose/Simple Past),Я услышал, J’ai entendu une bonne nouvelle., Tu as entendu le bruit?, Il/Elle a entendu l’histoire., Nous avons entendu la musique., Vous avez entendu l’annonce?, Ils/Elles ont entendu tout.
Entendre, J’entendais (Imparfait/Past Continuous),Я слышал, J’entendais la pluie toute la nuit., Tu entendais souvent cette chanson., Il/Elle entendait mal avant., Nous entendions les oiseaux., Vous entendiez le professeur?, Ils/Elles entendaient tout.
Entendre, J’entendrai (Futur simple/Future),Я услышу, J’entendrai la reponse demain., Tu entendras la nouvelle?, Il/Elle entendra mieux., Nous entendrons le concert., Vous entendrez l’info?, Ils/Elles entendront tout.
Entendre, J’entendrais (Conditionnel present/Would),Я бы услышал, J’entendrais mieux avec des lunettes., Tu entendrais si tu ecoutais., Il/Elle entendrait la difference., Nous entendrions la mer., Vous entendriez le probleme?, Ils/Elles entendraient la verite.
Terminer, Je termine (Present/Present),Я заканчиваю, Je termine mon travail., Tu termines vite?, Il/Elle termine le repas., Nous terminons ensemble., Vous terminez a quelle heure?, Ils/Elles terminent tard.
Entendre, J’entends (Present/Present),Я слышу, J’entends de la musique., Tu entends ce bruit?, Il/Elle entend mal., Nous entendons tout., Vous entendez l’annonce?, Ils/Elles entendent bien.
Entrer, Je suis entre (Passe compose/Simple Past),Я вошёл, Je suis entre dans la maison., Tu es entre sans frapper?, Il/Elle est entre dans la piece., Nous sommes entres par la porte., Vous etes entres librement?, Ils/Elles sont entres silencieusement.
Entrer, J’entrais (Imparfait/Past Continuous),Я входил, J’entrais dans la maison tous les jours., Tu entrais sans frapper., Il/Elle entrait dans la piece., Nous entrions par la porte., Vous entriez librement?, Ils/Elles entraient silencieusement.
Entrer, J’entrerai (Futur simple/Future),Я войду, J’entrerai dans la maison demain., Tu entreras sans frapper?, Il/Elle entrera dans la piece., Nous entrerons par la porte., Vous entrerez librement?, Ils/Elles entreront silencieusement.
Entrer, J’entrerais (Conditionnel present/Would),Я бы вошёл, J’entrerais dans la maison si j’avais la cle., Tu entrerais sans frapper?, Il/Elle entrerait dans la piece., Nous entrerions par la porte., Vous entreriez librement?, Ils/Elles entreraient silencieusement.
Sortir, Je sors (Present/Present),Я выхожу, Je sors ce soir., Tu sors souvent?, Il/Elle sort avec des amis., Nous sortons en ville., Vous sortez ou?, Ils/Elles sortent tard.
Envoyer, J’ai envoye (Passe compose/Simple Past),Я отправил, J’ai envoye l’email hier., Tu as envoye les photos?, Il/Elle a envoye un cadeau par la poste., Nous avons envoye le rapport a temps., Vous avez envoye un message vocal?, Ils/Elles ont envoye des invitations.
Envoyer, J’ai envoye (Passe compose/Simple Past),Я отправил, J’ai envoye l’email hier., Tu as envoye des photos?, Il/Elle a envoye un cadeau., Nous avons envoye le rapport., Vous avez envoye un message?, Ils/Elles ont envoye des invitations.
Envoyer, J’enverrai (Futur simple/Future),Я отправлю, J’enverrai l’email ce soir., Tu enverras les photos demain?, Il/Elle enverra un cadeau., Nous enverrons le rapport lundi., Vous enverrez un message?, Ils/Elles enverront des invitations.
Envoyer, J’enverrais (Conditionnel present/Would),Я бы отправил, J’enverrais un message si j’avais ton numero., Tu enverrais les photos tout de suite?, Il/Elle enverrait un colis., Nous enverrions une carte postale., Vous enverriez une invitation?, Ils/Elles enverraient des nouvelles.
Envoyer, J’envoie (Present/Present),Я отправляю, J’envoie un email maintenant., Tu envoies des photos?, Il/Elle envoie un cadeau., Nous envoyons le rapport demain., Vous envoyez un message?, Ils/Elles envoient des invitations.
Envoyer, J’envoyais (Imparfait/Past Continuous),Я отправлял, J’envoyais des cartes postales pendant mes voyages., Tu envoyais des messages tard le soir., Il/Elle envoyait des emails professionnels., Nous envoyions des invitations a tous nos amis., Vous envoyiez des colis a l’etranger?, Ils/Elles envoyaient des photos de vacances.
Faire, Je faisais (Imparfait/Past Continuous),Я делал, Je faisais du sport tous les jours., Tu faisais la cuisine., Il/Elle faisait ses devoirs., Nous faisions un effort., Vous faisiez attention?, Ils/Elles faisaient du bruit.
Faire, Je ferai (Futur simple/Future),Я сделаю, Je ferai du sport demain., Tu feras la cuisine?, Il/Elle fera ses devoirs., Nous ferons un effort., Vous ferez attention?, Ils/Elles feront du bruit.
Faire, Je ferais (Conditionnel present/Would),Я бы сделал, Je ferais du sport si j’avais le temps., Tu ferais la cuisine?, Il/Elle ferait ses devoirs., Nous ferions un effort., Vous feriez attention?, Ils/Elles feraient du bruit.
Boire, Je bois (Present/Present),Я пью, Je bois de l’eau., Tu bois du cafe?, Il/Elle boit du vin., Nous buvons ensemble., Vous buvez quoi?, Ils/Elles boivent du the.
Faire, J’ai fait (Passe compose/Simple Past),Я сделал, J’ai fait du sport hier., Tu as fait la cuisine?, Il/Elle a fait ses devoirs., Nous avons fait un effort., Vous avez fait attention?, Ils/Elles ont fait du bruit.
Falloir, Il a fallu (Passe compose/Simple Past),Было необходимо, Il a fallu attendre longtemps., Il a fallu changer les plans., Il a fallu partir vite., Il a fallu que nous appelions., Il a fallu que vous veniez., Il a fallu qu’ils acceptent.
Falloir, Il fallait (Imparfait/Past Continuous),Было необходимо, Il fallait travailler plus avant., Il fallait manger a l’heure., Il fallait partir tot hier., Il fallait que nous finissions., Il fallait que vous appeliez., Il fallait qu’ils viennent.
Falloir, Il faudra (Futur simple/Future),Будет необходимо, Il faudra finir demain., Il faudra manger sain., Il faudra partir tot., Il faudra que nous parlions., Il faudra que vous veniez., Il faudra qu’ils arrivent.
Falloir, Il faudrait (Conditionnel present/Would),Было бы необходимо, Il faudrait etudier plus., Il faudrait manger mieux., Il faudrait partir maintenant., Il faudrait que nous appelions., Il faudrait que vous veniez., Il faudrait qu’ils changent.
Finir, Je finirai (Futur simple/Future),Я закончу, Je finirai mon devoir demain., Tu finiras tard?, Il/Elle finira le livre., Nous finirons le projet., Vous finirez a 18h?, Ils/Elles finiront vite.
Finir, Je finirais (Conditionnel present/Would),Я бы закончил, Je finirais plus tot si j’avais le temps., Tu finirais tard?, Il/Elle finirait le livre., Nous finirions le projet., Vous finiriez a 18h?, Ils/Elles finiraient vite.
Passer, Je passe (Present/Present),Я прохожу/трачу, Je passe du temps ici., Tu passes par la?, Il/Elle passe l’examen., Nous passons les vacances., Vous passez bien?, Ils/Elles passent leur vie.
Finir, Je finissais (Imparfait/Past Continuous),Я заканчивал, Je finissais mes devoirs le soir., Tu finissais tard., Il/Elle finissait le livre., Nous finissions le projet., Vous finissiez a 18h?, Ils/Elles finissaient vite.
Finir, J’ai fini (Passe compose/Simple Past),Я закончил, J’ai fini mon devoir hier., Tu as fini tard?, Il/Elle a fini le livre., Nous avons fini le projet., Vous avez fini a 18h?, Ils/Elles ont fini vite.
Habiter, J’ai habite (Passe compose/Simple Past),Я жил, J’ai habite a Lyon pendant 5 ans., Tu as habite ou?, Il/Elle a habite en ville., Nous avons habite ensemble., Vous avez habite loin?, Ils/Elles ont habite a la campagne.
Habiter, J’habitais (Imparfait/Past Continuous),Я жил, J’habitais a Lyon avant., Tu habitais ou?, Il/Elle habitait en ville., Nous habitions ensemble., Vous habitiez loin?, Ils/Elles habitaient a la campagne.
Habiter, J’habiterai (Futur simple/Future),Я буду жить, J’habiterai a Lyon l’annee prochaine., Tu habiteras ou?, Il/Elle habitera en ville., Nous habiterons ensemble., Vous habiterez loin?, Ils/Elles habiteront a la campagne.
Habiter, J’habiterais (Conditionnel present/Would),Я бы жил, J’habiterais a Lyon si je pouvais., Tu habiterais ou?, Il/Elle habiterait en ville., Nous habiterions ensemble., Vous habiteriez loin?, Ils/Elles habiteraient a la campagne.
Vivre, Je vis (Present/Present),Я живу, Je vis heureux., Tu vis bien?, Il/Elle vit intensement., Nous vivons ensemble., Vous vivez ou?, Ils/Elles vivent librement.
Inviter, J’ai invite (Passe compose/Simple Past),Я пригласил, J’ai invite mes amis hier., Tu as invite qui?, Il/Elle a invite sa famille., Nous avons invite tout le monde., Vous avez invite le voisin?, Ils/Elles ont invite a diner.
Inviter, J’invitais (Imparfait/Past Continuous),Я приглашал, J’invitais mes amis tous les week-ends., Tu invitais souvent., Il/Elle invitait sa famille., Nous invitions tout le monde., Vous invitiez le voisin?, Ils/Elles invitaient a diner.
Inviter, J’inviterai (Futur simple/Future),Я приглашу, J’inviterai mes amis demain., Tu inviteras qui?, Il/Elle invitera sa famille., Nous inviterons tout le monde., Vous inviterez le voisin?, Ils/Elles inviteront a diner.
Inviter, J’inviterais (Conditionnel present/Would),Я бы пригласил, J’inviterais mes amis si j’avais le temps., Tu inviterais qui?, Il/Elle inviterait sa famille., Nous inviterions tout le monde., Vous inviteriez le voisin?, Ils/Elles inviteraient a diner.
Pardonner, Je pardonne (Present/Present),Я прощаю, Je pardonne facilement., Tu pardonnes l’erreur?, Il/Elle pardonne tout., Nous pardonnons aux autres., Vous pardonnez vite?, Ils/Elles pardonnent rarement.
