#card,,,,,,,,,,,,,,,,
Entendre, J’entendrais (Conditionnel présent/Would), I would hear, J’entendrais mieux avec des lunettes., Tu entendrais si tu écoutais., Il/Elle entendrait la différence., Nous entendrions la mer., Vous entendriez le problème?, Ils/Elles entendraient la vérité.Terminer, Je termine (Présent/Present), I finish, Je termine mon travail., Tu termines vite?, Il/Elle termine le repas., Nous terminons ensemble., Vous terminez à quelle heure?, Ils/Elles terminent tard.
Entendre, J’entends (Présent/Present), I hear, J’entends de la musique., Tu entends ce bruit?, Il/Elle entend mal., Nous entendons tout., Vous entendez l’annonce?, Ils/Elles entendent bien.,,,,,,,,
Entrer, Je suis entré (Passé composé/Simple Past), I entered, Je suis entré dans la maison., Tu es entré sans frapper?, Il/Elle est entré dans la pièce., Nous sommes entrés par la porte., Vous êtes entrés librement?, Ils/Elles sont entrés silencieusement.,,,,,,,,
Entrer, J’entrais (Imparfait/Past Continuous), I was entering, J’entrais dans la maison tous les jours., Tu entrais sans frapper., Il/Elle entrait dans la pièce., Nous entrions par la porte., Vous entriez librement?, Ils/Elles entraient silencieusement.,,,,,,,,
Entrer, J’entrerai (Futur simple/Future), I will enter, J’entrerai dans la maison demain., Tu entreras sans frapper?, Il/Elle entrera dans la pièce., Nous entrerons par la porte., Vous entrerez librement?, Ils/Elles entreront silencieusement.,,,,,,,,
Entrer, J’entrerais (Conditionnel présent/Would), I would enter, J’entrerais dans la maison si j’avais la clé., Tu entrerais sans frapper?, Il/Elle entrerait dans la pièce., Nous entrerions par la porte., Vous entreriez librement?, Ils/Elles entreraient silencieusement.Sortir, Je sors (Présent/Present), I go out, Je sors ce soir., Tu sors souvent?, Il/Elle sort avec des amis., Nous sortons en ville., Vous sortez où?, Ils/Elles sortent tard.
Envoyer, J’ai envoyé (Passé composé/Simple Past), I sent, J’ai envoyé l’email hier., Tu as envoyé les photos?, Il/Elle a envoyé un cadeau par la poste., Nous avons envoyé le rapport à temps., Vous avez envoyé un message vocal?, Ils/Elles ont envoyé des invitations.,,,,,,,,
Envoyer, J’ai envoyé (Passé composé/Simple Past), I sent, J’ai envoyé l’email hier., Tu as envoyé des photos?, Il/Elle a envoyé un cadeau., Nous avons envoyé le rapport., Vous avez envoyé un message?, Ils/Elles ont envoyé des invitations.,,,,,,,,
Envoyer, J’enverrai (Futur simple/Future), I will send, J’enverrai l’email ce soir., Tu enverras les photos demain?, Il/Elle enverra un cadeau., Nous enverrons le rapport lundi., Vous enverrez un message?, Ils/Elles enverront des invitations.,,,,,,,,
Envoyer, J’enverrais (Conditionnel présent/Would), I would send, J’enverrais un message si j’avais ton numéro., Tu enverrais les photos tout de suite?, Il/Elle enverrait un colis., Nous enverrions une carte postale., Vous enverriez une invitation?, Ils/Elles enverraient des nouvelles.,,,,,,,,
Envoyer, J’envoie (Présent/Present), I send, J’envoie un email maintenant., Tu envoies des photos?, Il/Elle envoie un cadeau., Nous envoyons le rapport demain., Vous envoyez un message?, Ils/Elles envoient des invitations.,,,,,,,,
Envoyer, J’envoyais (Imparfait/Past Continuous), I was sending, J’envoyais des cartes postales pendant mes voyages., Tu envoyais des messages tard le soir., Il/Elle envoyait des emails professionnels., Nous envoyions des invitations à tous nos amis., Vous envoyiez des colis à l’étranger?, Ils/Elles envoyaient des photos de vacances.,,,,,,,,
Faire, Je faisais (Imparfait/Past Continuous), I was doing, Je faisais du sport tous les jours., Tu faisais la cuisine., Il/Elle faisait ses devoirs., Nous faisions un effort., Vous faisiez attention?, Ils/Elles faisaient du bruit.,,,,,,,,
Faire, Je ferai (Futur simple/Future), I will do, Je ferai du sport demain., Tu feras la cuisine?, Il/Elle fera ses devoirs., Nous ferons un effort., Vous ferez attention?, Ils/Elles feront du bruit.,,,,,,,,
Faire, Je ferais (Conditionnel présent/Would), I would do, Je ferais du sport si j’avais le temps., Tu ferais la cuisine?, Il/Elle ferait ses devoirs., Nous ferions un effort., Vous feriez attention?, Ils/Elles feraient du bruit.Boire, Je bois (Présent/Present), I drink, Je bois de l’eau., Tu bois du café?, Il/Elle boit du vin., Nous buvons ensemble., Vous buvez quoi?, Ils/Elles boivent du thé.
Faire, J’ai fait (Passé composé/Simple Past), I did, J’ai fait du sport hier., Tu as fait la cuisine?, Il/Elle a fait ses devoirs., Nous avons fait un effort., Vous avez fait attention?, Ils/Elles ont fait du bruit.,,,,,,,,
Falloir, Il a fallu (Passé composé/Simple Past), It was necessary, Il a fallu attendre longtemps., Il a fallu changer les plans., Il a fallu partir vite., Il a fallu que nous appelions., Il a fallu que vous veniez., Il a fallu qu’ils acceptent.,,,,,,,,
Falloir, Il fallait (Imparfait/Past Continuous), It was necessary, Il fallait travailler plus avant., Il fallait manger à l’heure., Il fallait partir tôt hier., Il fallait que nous finissions., Il fallait que vous appeliez., Il fallait qu’ils viennent.,,,,,,,,
Falloir, Il faudra (Futur simple/Future), It will be necessary, Il faudra finir demain., Il faudra manger sain., Il faudra partir tôt., Il faudra que nous parlions., Il faudra que vous veniez., Il faudra qu’ils arrivent.,,,,,,,,
Falloir, Il faudrait (Conditionnel présent/Would), It would be necessary, Il faudrait étudier plus., Il faudrait manger mieux., Il faudrait partir maintenant., Il faudrait que nous appelions., Il faudrait que vous veniez., Il faudrait qu’ils changent.,,,,,,,,
Finir, Je finirai (Futur simple/Future), I will finish, Je finirai mon devoir demain., Tu finiras tard?, Il/Elle finira le livre., Nous finirons le projet., Vous finirez à 18h?, Ils/Elles finiront vite.,,,,,,,,
Finir, Je finirais (Conditionnel présent/Would), I would finish, Je finirais plus tôt si j’avais le temps., Tu finirais tard?, Il/Elle finirait le livre., Nous finirions le projet., Vous finiriez à 18h?, Ils/Elles finiraient vite.Passer, Je passe (Présent/Present), I pass/spend, Je passe du temps ici., Tu passes par là?, Il/Elle passe l’examen., Nous passons les vacances., Vous passez bien?, Ils/Elles passent leur vie.
Finir, Je finissais (Imparfait/Past Continuous), I was finishing, Je finissais mes devoirs le soir., Tu finissais tard., Il/Elle finissait le livre., Nous finissions le projet., Vous finissiez à 18h?, Ils/Elles finissaient vite.,,,,,,,,
Finir, J’ai fini (Passé composé/Simple Past), I finished, J’ai fini mon devoir hier., Tu as fini tard?, Il/Elle a fini le livre., Nous avons fini le projet., Vous avez fini à 18h?, Ils/Elles ont fini vite.,,,,,,,,
Habiter, J’ai habité (Passé composé/Simple Past), I lived, J’ai habité à Lyon pendant 5 ans., Tu as habité où?, Il/Elle a habité en ville., Nous avons habité ensemble., Vous avez habité loin?, Ils/Elles ont habité à la campagne.,,,,,,,,
Habiter, J’habitais (Imparfait/Past Continuous), I was living, J’habitais à Lyon avant., Tu habitais où?, Il/Elle habitait en ville., Nous habitions ensemble., Vous habitiez loin?, Ils/Elles habitaient à la campagne.,,,,,,,,
Habiter, J’habiterai (Futur simple/Future), I will live, J’habiterai à Lyon l’année prochaine., Tu habiteras où?, Il/Elle habitera en ville., Nous habiterons ensemble., Vous habiterez loin?, Ils/Elles habiteront à la campagne.,,,,,,,,
Habiter, J’habiterais (Conditionnel présent/Would), I would live, J’habiterais à Lyon si je pouvais., Tu habiterais où?, Il/Elle habiterait en ville., Nous habiterions ensemble., Vous habiteriez loin?, Ils/Elles habiteraient à la campagne.Vivre, Je vis (Présent/Present), I live, Je vis heureux., Tu vis bien?, Il/Elle vit intensément., Nous vivons ensemble., Vous vivez où?, Ils/Elles vivent librement.
Inviter, J’ai invité (Passé composé/Simple Past), I invited, J’ai invité mes amis hier., Tu as invité qui?, Il/Elle a invité sa famille., Nous avons invité tout le monde., Vous avez invité le voisin?, Ils/Elles ont invité à dîner.,,,,,,,,
Inviter, J’invitais (Imparfait/Past Continuous), I was inviting, J’invitais mes amis tous les week-ends., Tu invitais souvent., Il/Elle invitait sa famille., Nous invitions tout le monde., Vous invitiez le voisin?, Ils/Elles invitaient à dîner.,,,,,,,,
Inviter, J’inviterai (Futur simple/Future), I will invite, J’inviterai mes amis demain., Tu inviteras qui?, Il/Elle invitera sa famille., Nous inviterons tout le monde., Vous inviterez le voisin?, Ils/Elles inviteront à dîner.,,,,,,,,
Inviter, J’inviterais (Conditionnel présent/Would), I would invite, J’inviterais mes amis si j’avais le temps., Tu inviterais qui?, Il/Elle inviterait sa famille., Nous inviterions tout le monde., Vous inviteriez le voisin?, Ils/Elles inviteraient à dîner.Pardonner, Je pardonne (Présent/Present), I forgive, Je pardonne facilement., Tu pardonnes l’erreur?, Il/Elle pardonne tout., Nous pardonnons aux autres., Vous pardonnez vite?, Ils/Elles pardonnent rarement.
Jouer, Je jouais (Imparfait/Past Continuous), I was playing, Je jouais au foot tous les week-ends., Tu jouais de la guitare., Il/Elle jouait bien., Nous jouions ensemble., Vous jouiez aux cartes?, Ils/Elles jouaient au tennis.,,,,,,,,
Jouer, Je jouerai (Futur simple/Future), I will play, Je jouerai au foot demain., Tu joueras de la guitare?, Il/Elle jouera bien., Nous jouerons ensemble., Vous jouerez aux cartes?, Ils/Elles joueront au tennis.,,,,,,,,
Jouer, Je jouerais (Conditionnel présent/Would), I would play, Je jouerais au foot si j’avais le temps., Tu jouerais de la guitare?, Il/Elle jouerait bien., Nous jouerions ensemble., Vous joueriez aux cartes?, Ils/Elles joueraient au tennis.Trouver, Je trouve (Présent/Present), I find, Je trouve la solution., Tu trouves ça beau?, Il/Elle trouve un travail., Nous trouvons l’endroit., Vous trouvez comment?, Ils/Elles trouvent des idées.
Jouer, J’ai joué (Passé composé/Simple Past), I played, J’ai joué au foot hier., Tu as joué de la guitare?, Il/Elle a joué bien., Nous avons joué ensemble., Vous avez joué aux cartes?, Ils/Elles ont joué au tennis.,,,,,,,,
Laisser, Je laissais (Imparfait/Past Continuous), I was leaving, Je laissais un message tous les jours., Tu laissais la porte ouverte., Il/Elle laissait tout., Nous laissions un pourboire., Vous laissiez passer?, Ils/Elles laissaient une chance.,,,,,,,,
Laisser, Je laisserai (Futur simple/Future), I will leave, Je laisserai un message demain., Tu laisseras la porte ouverte?, Il/Elle laissera tout., Nous laisserons un pourboire., Vous laisserez passer?, Ils/Elles laisseront une chance.,,,,,,,,
Laisser, Je laisserais (Conditionnel présent/Would), I would leave, Je laisserais un message si tu n’étais pas là., Tu laisserais la porte ouverte?, Il/Elle laisserait tout., Nous laisserions un pourboire., Vous laisseriez passer?, Ils/Elles laisseraient une chance.Chercher, Je cherche (Présent/Present), I look for, Je cherche mes clés., Tu cherches un travail?, Il/Elle cherche la solution., Nous cherchons un appartement., Vous cherchez quoi?, Ils/Elles cherchent leurs amis.
Laisser, J’ai laissé (Passé composé/Simple Past), I left, J’ai laissé un message hier., Tu as laissé la porte ouverte?, Il/Elle a laissé tout., Nous avons laissé un pourboire., Vous avez laissé passer?, Ils/Elles ont laissé une chance.,,,,,,,,
Laver, Je lavais (Imparfait/Past Continuous), I was washing, Je lavais la vaisselle tous les soirs., Tu lavais ta voiture le dimanche., Il/Elle lavait le linge., Nous lavions les légumes., Vous laviez les fenêtres?, Ils/Elles lavaient le sol.,,,,,,,,
Laver, Je laverai (Futur simple/Future), I will wash, Je laverai la vaisselle demain., Tu laveras ta voiture?, Il/Elle lavera le linge., Nous laverons les légumes., Vous laverez les fenêtres?, Ils/Elles laveront le sol.,,,,,,,,
Laver, Je laverais (Conditionnel présent/Would), I would wash, Je laverais la vaisselle si j’avais le temps., Tu laverais ta voiture?, Il/Elle laverait le linge., Nous laverions les légumes., Vous laveriez les fenêtres?, Ils/Elles laveraient le sol.Se laver, Je me lave (Présent/Present), I wash myself, Je me lave tous les matins., Tu te laves vite?, Il/Elle se lave les mains., Nous nous lavons après le sport., Vous vous lavez les cheveux?, Ils/Elles se lavent le visage.
Laver, J’ai lavé (Passé composé/Simple Past), I washed, J’ai lavé la vaisselle hier., Tu as lavé ta voiture?, Il/Elle a lavé le linge., Nous avons lavé les légumes., Vous avez lavé les fenêtres?, Ils/Elles ont lavé le sol.,,,,,,,,
Lire, Je lirai (Futur simple/Future), I will read, Je lirai le livre demain., Tu liras l’article?, Il/Elle lira le rapport., Nous lirons ensemble., Vous lirez le contrat?, Ils/Elles liront les nouvelles.,,,,,,,,
Lire, Je lirais (Conditionnel présent/Would), I would read, Je lirais volontiers ce livre., Tu lirais si tu avais le temps?, Il/Elle lirait le journal., Nous lirions les instructions., Vous liriez le menu?, Ils/Elles liraient les emails.Travailler, Je travaille (Présent/Present), I work, Je travaille à la maison., Tu travailles dur?, Il/Elle travaille beaucoup., Nous travaillons en équipe., Vous travaillez le week-end?, Ils/Elles travaillent ici.
Lire, Je lisais (Imparfait/Past Continuous), I was reading, Je lisais un roman quand tu as appelé., Tu lisais souvent le soir., Il/Elle lisait le journal., Nous lisions des histoires., Vous lisiez le contrat?, Ils/Elles lisaient des poèmes.,,,,,,,,
Lire, J’ai lu (Passé composé/Simple Past), I read, J’ai lu ton message ce matin., Tu as lu le livre?, Il/Elle a lu l’article., Nous avons lu le rapport., Vous avez lu le journal?, Ils/Elles ont lu la lettre.,,,,,,,,
Louer, Je louais (Imparfait/Past Continuous), I was renting, Je louais un petit appartement avant., Tu louais souvent une voiture., Il/Elle louait une maison., Nous louions un vélo., Vous louiez ici?, Ils/Elles louaient une villa.,,,,,,,,
Louer, Je louerai (Futur simple/Future), I will rent, Je louerai un appartement bientôt., Tu loueras une voiture?, Il/Elle louera une maison., Nous louerons un vélo., Vous louerez ici?, Ils/Elles loueront une villa.,,,,,,,,
Louer, Je louerais (Conditionnel présent/Would), I would rent, Je louerais un appartement si j’avais l’argent., Tu louerais une voiture?, Il/Elle louerait une maison., Nous louerions un vélo., Vous loueriez ici?, Ils/Elles loueraient une villa.Laver, Je lave (Présent/Present), I wash, Je lave la vaisselle., Tu laves ta voiture?, Il/Elle lave le linge., Nous lavons les légumes., Vous lavez les fenêtres?, Ils/Elles lavent le sol.
Louer, J’ai loué (Passé composé/Simple Past), I rented, J’ai loué un appartement l’année dernière., Tu as loué une voiture?, Il/Elle a loué une maison., Nous avons loué un vélo., Vous avez loué ici?, Ils/Elles ont loué une villa.,,,,,,,,
Manger, Je mangeais (Imparfait/Past Continuous), I was eating, Je mangeais une pomme tous les jours., Tu mangeais italien., Il/Elle mangeait sain., Nous mangions ensemble., Vous mangiez quoi?, Ils/Elles mangeaient beaucoup.,,,,,,,,
Manger, Je mangerai (Futur simple/Future), I will eat, Je mangerai une pomme demain., Tu mangeras italien?, Il/Elle mangera sain., Nous mangerons ensemble., Vous mangerez quoi?, Ils/Elles mangeront beaucoup.,,,,,,,,
Manger, Je mangerais (Conditionnel présent/Would), I would eat, Je mangerais une pomme si j’avais faim., Tu mangerais italien?, Il/Elle mangerait sain., Nous mangerions ensemble., Vous mangeriez quoi?, Ils/Elles mangeraient beaucoup.Danser, Je danse (Présent/Present), I dance, Je danse bien., Tu danses souvent?, Il/Elle danse avec joie., Nous dansons ensemble., Vous dansez le tango?, Ils/Elles dansent toute la nuit.
Manger, J’ai mangé (Passé composé/Simple Past), I ate, J’ai mangé une pomme hier., Tu as mangé italien?, Il/Elle a mangé sain., Nous avons mangé ensemble., Vous avez mangé quoi?, Ils/Elles ont mangé beaucoup.,,,,,,,,
Mettre, Je mettais (Imparfait/Past Continuous), I was putting, Je mettais la table tous les soirs., Tu mettais ton manteau., Il/Elle mettait de la musique., Nous mettions les livres., Vous mettiez du sel?, Ils/Elles mettaient leurs chaussures.,,,,,,,,
Mettre, Je mettrai (Futur simple/Future), I will put, Je mettrai la table demain., Tu mettras ton manteau?, Il/Elle mettra de la musique., Nous mettrons les livres., Vous mettrez du sel?, Ils/Elles mettront leurs chaussures.,,,,,,,,
Mettre, Je mettrais (Conditionnel présent/Would), I would put, Je mettrais la table si tu voulais., Tu mettrais ton manteau?, Il/Elle mettrait de la musique., Nous mettrions les livres., Vous mettriez du sel?, Ils/Elles mettraient leurs chaussures.Tenir, Je tiens (Présent/Present), I hold, Je tiens ma promesse., Tu tiens bien?, Il/Elle tient le bébé., Nous tenons la porte., Vous tenez le record?, Ils/Elles tiennent leur parole.
Mettre, J’ai mis (Passé composé/Simple Past), I put, J’ai mis la table hier., Tu as mis ton manteau?, Il/Elle a mis de la musique., Nous avons mis les livres., Vous avez mis du sel?, Ils/Elles ont mis leurs chaussures.,,,,,,,,
Montrer, Je montrais (Imparfait/Past Continuous), I was showing, Je montrais mes photos aux amis., Tu montrais toujours le chemin., Il/Elle montrait son talent., Nous montrions la ville., Vous montriez les documents?, Ils/Elles montraient leurs dessins.,,,,,,,,
Montrer, Je montrerai (Futur simple/Future), I will show, Je montrerai les photos demain., Tu montreras le chemin?, Il/Elle montrera son projet., Nous montrerons la ville., Vous montrerez les documents?, Ils/Elles montreront leurs idées.,,,,,,,,
Montrer, Je montrerais (Conditionnel présent/Would), I would show, Je montrerais volontiers mes photos., Tu montrerais le chemin si tu voulais., Il/Elle montrerait son talent., Nous montrerions le musée., Vous montreriez les preuves?, Ils/Elles montreraient leurs résultats.Rencontrer, Je rencontre (Présent/Present), I meet, Je rencontre des amis., Tu rencontres souvent?, Il/Elle rencontre son collègue., Nous rencontrons de nouvelles personnes., Vous rencontrez le directeur?, Ils/Elles rencontrent des clients.
Montrer, J’ai montré (Passé composé/Simple Past), I showed, J’ai montré la photo hier., Tu as montré le chemin?, Il/Elle a montré son travail., Nous avons montré le musée., Vous avez montré votre passeport?, Ils/Elles ont montré les résultats.,,,,,,,,
Naître, Je naissais (Imparfait/Past Continuous), I was being born, Je naissais en été (rare)., Tu naissais sous quel signe?, Il/Elle naissait en hiver., Nous naissions égaux., Vous naissiez où?, Ils/Elles naissaient en France.,,,,,,,,
Naître, Je naîtrai (Futur simple/Future), I will be born, Je naîtrai en été (rare)., Tu naîtras sous quel signe?, Il/Elle naîtra bientôt., Nous naîtrons égaux., Vous naîtrez où?, Ils/Elles naîtront en France.,,,,,,,,
Naître, Je naîtrais (Conditionnel présent/Would), I would be born, Je naîtrais en été si je pouvais choisir., Tu naîtrais sous quel signe?, Il/Elle naîtrait en hiver., Nous naîtrions égaux., Vous naîtriez où?, Ils/Elles naîtraient en France.Rester, Je reste (Présent/Present), I stay, Je reste à la maison., Tu restes ici?, Il/Elle reste calme., Nous restons ensemble., Vous restez longtemps?, Ils/Elles restent en ville.
Naître, Je suis né (Passé composé/Simple Past), I was born, Je suis né en 1995., Tu es né sous quel signe?, Il/Elle est né en hiver., Nous sommes nés égaux., Vous êtes nés où?, Ils/Elles sont nés en France.,,,,,,,,
Oublier, J’ai oublié (Passé composé/Simple Past), I forgot, J’ai oublié mes clés hier., Tu as oublié ton rendez-vous?, Il/Elle a oublié le nom., Nous avons oublié les dates., Vous avez oublié le code?, Ils/Elles ont oublié facilement.,,,,,,,,
Oublier, J’oubliais (Imparfait/Past Continuous), I was forgetting, J’oubliais souvent mes clés avant., Tu oubliais tes devoirs., Il/Elle oubliait tout., Nous oubliions les dates., Vous oubliiez le code?, Ils/Elles oubliaient facilement.,,,,,,,,
Oublier, J’oublierai (Futur simple/Future), I will forget, J’oublierai probablement., Tu oublieras ton rendez-vous?, Il/Elle oubliera tout., Nous oublierons les noms., Vous oublierez le code?, Ils/Elles oublieront facilement.,,,,,,,,
Oublier, J’oublierais (Conditionnel présent/Would), I would forget, J’oublierais tout si je n’écrivais pas., Tu oublierais ton rendez-vous?, Il/Elle oublierait le nom., Nous oublierions les dates., Vous oublieriez le code?, Ils/Elles oublieraient facilement.Demander, Je demande (Présent/Present), I ask, Je demande de l’aide., Tu demandes le prix?, Il/Elle demande une faveur., Nous demandons des informations., Vous demandez la route?, Ils/Elles demandent pardon.
Paraître, Je paraissais (Imparfait/Past Continuous), I seemed, Je paraissais fatigué hier., Tu paraissais content., Il/Elle paraissait jeune., Nous paraissions calmes., Vous paraissiez surpris?, Ils/Elles paraissaient heureux.,,,,,,,,
Paraître, Je paraîtrai (Futur simple/Future), I will seem, Je paraîtrai fatigué demain., Tu paraîtras content., Il/Elle paraîtra jeune., Nous paraîtrons calmes., Vous paraîtrez surpris?, Ils/Elles paraîtront heureux.,,,,,,,,
Paraître, Je paraîtrais (Conditionnel présent/Would), I would seem, Je paraîtrais fatigué si je ne dormais pas., Tu paraîtrais content., Il/Elle paraîtrait jeune., Nous paraîtrions calmes., Vous paraîtriez surpris?, Ils/Elles paraîtraient heureux.Sembler, Je semble (Présent/Present), I seem, Je semble heureux., Tu sembles fatigué., Il/Elle semble malade., Nous semblons prêts., Vous semblez d’accord?, Ils/Elles semblent contents.
Paraître, J’ai paru (Passé composé/Simple Past), I seemed, J’ai paru fatigué pendant la réunion., Tu as paru content?, Il/Elle a paru jeune., Nous avons paru calmes., Vous avez paru surpris?, Ils/Elles ont paru heureux.,,,,,,,,
Pardonner, Je pardonnais (Imparfait/Past Continuous), I was forgiving, Je pardonnais facilement avant., Tu pardonnais l’erreur., Il/Elle pardonnait tout., Nous pardonnions aux autres., Vous pardonniez vite?, Ils/Elles pardonnaient rarement.,,,,,,,,
Pardonner, Je pardonnerai (Futur simple/Future), I will forgive, Je pardonnerai demain., Tu pardonneras l’erreur?, Il/Elle pardonnera tout., Nous pardonnerons aux autres., Vous pardonnerez vite?, Ils/Elles pardonneront rarement.,,,,,,,,
Pardonner, Je pardonnerais (Conditionnel présent/Would), I would forgive, Je pardonnerais facilement si on me demandait., Tu pardonnerais l’erreur?, Il/Elle pardonnerait tout., Nous pardonnerions aux autres., Vous pardonneriez vite?, Ils/Elles pardonneraient rarement.Dire, Je dis (Présent/Present), I say, Je dis la vérité., Tu dis bonjour?, Il/Elle dit merci., Nous disons au revoir., Vous dites quoi?, Ils/Elles disent bonsoir.
Pardonner, J’ai pardonné (Passé composé/Simple Past), I forgave, J’ai pardonné hier., Tu as pardonné l’erreur?, Il/Elle a pardonné tout., Nous avons pardonné aux autres., Vous avez pardonné vite?, Ils/Elles ont pardonné rarement.,,,,,,,,
Parler, Je parlais (Imparfait/Past Continuous), I was speaking, Je parlais français tous les jours., Tu parlais anglais., Il/Elle parlait bien., Nous parlions ensemble., Vous parliez vite?, Ils/Elles parlaient fort.,,,,,,,,
Parler, Je parlerai (Futur simple/Future), I will speak, Je parlerai français demain., Tu parleras anglais?, Il/Elle parlera bien., Nous parlerons ensemble., Vous parlerez vite?, Ils/Elles parleront fort.,,,,,,,,
Parler, Je parlerais (Conditionnel présent/Would), I would speak, Je parlerais français si je pratiquais plus., Tu parlerais anglais?, Il/Elle parlerait bien., Nous parlerions ensemble., Vous parleriez vite?, Ils/Elles parleraient fort.Tomber, Je tombe (Présent/Present), I fall, Je tombe amoureux., Tu tombes souvent?, Il/Elle tombe malade., Nous tombons d’accord., Vous tombez de fatigue?, Ils/Elles tombent par terre.
Parler, J’ai parlé (Passé composé/Simple Past), I spoke, J’ai parlé français hier., Tu as parlé anglais?, Il/Elle a parlé bien., Nous avons parlé ensemble., Vous avez parlé vite?, Ils/Elles ont parlé fort.,,,,,,,,
Partir, Je partais (Imparfait/Past Continuous), I was leaving, Je partais en voyage tous les étés., Tu partais souvent., Il/Elle partait tôt., Nous partions ensemble., Vous partiez à quelle heure?, Ils/Elles partaient en vacances.,,,,,,,,
Partir, Je partirai (Futur simple/Future), I will leave, Je partirai demain matin., Tu partiras en voyage?, Il/Elle partira tôt., Nous partirons ensemble., Vous partirez à quelle heure?, Ils/Elles partiront en vacances.,,,,,,,,
Partir, Je partirais (Conditionnel présent/Would), I would leave, Je partirais en voyage si j’avais le temps., Tu partirais demain?, Il/Elle partirait tôt., Nous partirions ensemble., Vous partiriez à quelle heure?, Ils/Elles partiraient en vacances.Écouter, J’écoute (Présent/Present), I listen, J’écoute de la musique., Tu écoutes attentivement?, Il/Elle écoute le professeur., Nous écoutons la radio., Vous écoutez les conseils?, Ils/Elles écoutent le podcast.
Partir, Je suis parti (Passé composé/Simple Past), I left, Je suis parti hier matin., Tu es parti tôt?, Il/Elle est parti en voyage., Nous sommes partis ensemble., Vous êtes partis à quelle heure?, Ils/Elles sont partis en vacances.,,,,,,,,
Passer, Je passais (Imparfait/Past Continuous), I was spending, Je passais du temps ici tous les jours., Tu passais par là souvent., Il/Elle passait l’examen., Nous passions les vacances ensemble., Vous passiez bien?, Ils/Elles passaient leur vie.,,,,,,,,
Passer, Je passerai (Futur simple/Future), I will spend, Je passerai du temps ici demain., Tu passeras par là?, Il/Elle passera l’examen., Nous passerons les vacances., Vous passerez bien?, Ils/Elles passeront leur vie.,,,,,,,,
Passer, Je passerais (Conditionnel présent/Would), I would spend, Je passerais du temps ici si je pouvais., Tu passerais par là?, Il/Elle passerait l’examen., Nous passerions les vacances., Vous passeriez bien?, Ils/Elles passeraient leur vie.Aller, Je vais (Présent/Present), I go, Je vais à l’école., Tu vas bien?, Il/Elle va au travail., Nous allons au cinéma., Vous allez où?, Ils/Elles vont en France.
Passer, J’ai passé (Passé composé/Simple Past), I spent, J’ai passé du temps ici hier., Tu as passé par là?, Il/Elle a passé l’examen., Nous avons passé les vacances., Vous avez passé bien?, Ils/Elles ont passé leur vie.,,,,,,,,
Payer, Je paierai (Futur simple/Future), I will pay, Je paierai par carte demain., Tu paieras en espèces?, Il/Elle paiera l’addition., Nous paierons ensemble., Vous paierez combien?, Ils/Elles paieront le loyer.,,,,,,,,
Payer, Je paierais (Conditionnel présent/Would), I would pay, Je paierais par carte si j’avais de l’argent., Tu paierais en espèces?, Il/Elle paierait l’addition., Nous paierions ensemble., Vous paieriez combien?, Ils/Elles paieraient le loyer.Rire, Je ris (Présent/Present), I laugh, Je ris beaucoup., Tu ris aux blagues?, Il/Elle rit fort., Nous rions ensemble., Vous riez de quoi?, Ils/Elles rient aux larmes.
Payer, Je payais (Imparfait/Past Continuous), I was paying, Je payais par carte tous les mois., Tu payais en espèces., Il/Elle payait l’addition., Nous payions ensemble., Vous payiez combien?, Ils/Elles payaient le loyer.,,,,,,,,
Payer, J’ai payé (Passé composé/Simple Past), I paid, J’ai payé par carte hier., Tu as payé en espèces?, Il/Elle a payé l’addition., Nous avons payé ensemble., Vous avez payé combien?, Ils/Elles ont payé le loyer.,,,,,,,,
Penser, Je pensais (Imparfait/Past Continuous), I was thinking, Je pensais à toi toute la journée., Tu pensais souvent à l’avenir., Il/Elle pensait à ses études., Nous pensions la même chose., Vous pensiez voyager?, Ils/Elles pensaient différemment.,,,,,,,,
Penser, Je penserai (Futur simple/Future), I will think, Je penserai à toi demain., Tu penseras à l’avenir?, Il/Elle pensera à ses études., Nous penserons à la même chose., Vous penserez voyager?, Ils/Elles penseront différemment.,,,,,,,,
Penser, Je penserais (Conditionnel présent/Would), I would think, Je penserais à toi si j’avais le temps., Tu penserais à l’avenir?, Il/Elle penserait à ses études., Nous penserions à la même chose., Vous penseriez voyager?, Ils/Elles penseraient différemment.Quitter, Je quitte (Présent/Present), I leave, Je quitte la maison., Tu quittes ton travail?, Il/Elle quitte la ville., Nous quittons la fête., Vous quittez tôt?, Ils/Elles quittent le pays.
Penser, J’ai pensé (Passé composé/Simple Past), I thought, J’ai pensé à toi hier., Tu as pensé à l’avenir?, Il/Elle a pensé à ses études., Nous avons pensé à la même chose., Vous avez pensé voyager?, Ils/Elles ont pensé différemment.,,,,,,,,
Perdre, Je perdais (Imparfait/Past Continuous), I was losing, Je perdais souvent mes clés avant., Tu perdais patience., Il/Elle perdait du poids., Nous perdions du temps., Vous perdiez le match?, Ils/Elles perdaient patience.,,,,,,,,
Perdre, Je perdrai (Futur simple/Future), I will lose, Je perdrai probablement mes clés., Tu perdras patience?, Il/Elle perdra du poids., Nous perdrons du temps., Vous perdrez le match?, Ils/Elles perdront patience.,,,,,,,,
